iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population
BHS,North America,Bahamas,2021-06-03,11760.0,0.0,230.0,0.0,,,,,,,,,,,69.91,39.5,27717.85,2.9,73.92,0.81,409989
SWZ,Africa,Eswatini,2024-01-26,75194.0,0.0,1427.0,0.0,,,,,,,,,,,,79.49,7738.98,2.1,60.19,0.61,1201680
TUR,Asia,Turkey,2020-10-18,897538.0,58757.0,9224.0,446.0,12368022.0,101403.0,0.02,66.3,tests performed,,,,,,69.91,104.91,25129.34,2.81,77.69,0.82,85341248
MDA,Europe,Moldova,2024-03-15,635145.0,0.0,12218.0,0.0,,,,,,,,,,,,123.66,5189.97,5.8,71.9,0.75,3272993
DZA,Africa,Algeria,2021-09-05,197659.0,2988.0,5399.0,220.0,,,,,,,,,,,49.07,17.35,13913.84,1.9,76.88,0.75,44903228
NER,Africa,Niger,2024-04-24,9515.0,0.0,315.0,0.0,,,,,,,,,,,,16.95,926.0,0.3,62.42,0.39,26207982
GAB,Africa,Gabon,2022-01-18,45152.0,0.0,297.0,0.0,,,0.07,14.9,tests performed,,,,,,46.19,7.86,16562.41,6.3,66.47,0.7,2388997
UKR,Europe,Ukraine,2022-11-25,5294028.0,0.0,107942.0,0.0,,,,,,,,,,,8.33,77.39,7894.39,8.8,72.06,0.78,39701744
CIV,Africa,Cote d'Ivoire,2023-09-21,88338.0,0.0,835.0,0.0,,,,,,,,,,,,76.4,3601.01,,57.78,0.54,28160548
MSR,North America,Montserrat,2024-06-12,1403.0,0.0,8.0,0.0,,,,,,,,,,,,,,,74.16,,4413
QAT,Asia,Qatar,2020-05-06,14872.0,0.0,12.0,0.0,,,,,,,,,,,83.33,227.32,116935.6,1.2,80.23,0.85,2695131
GIB,Europe,Gibraltar,2023-11-04,20550.0,0.0,113.0,0.0,,,,,,,,,,,,3457.1,,,79.93,,32677
OWID_ENG,Europe,England,2023-06-27,,,,,,,,,,,,,,,,,,,,,56550000
SLB,Oceania,Solomon Islands,2023-04-01,21611.0,0.0,153.0,0.0,,,,,,,,,,,,21.84,2205.92,1.4,73.0,0.57,724272
TUR,Asia,Turkey,2020-03-19,6.0,0.0,0.0,0.0,,,,,,,,,,,58.33,104.91,25129.34,2.81,77.69,0.82,85341248
BGR,Europe,Bulgaria,2020-03-21,51.0,0.0,2.0,0.0,,,,,,,,,,,73.15,65.18,18563.31,7.45,75.05,0.82,6781955
MYS,Asia,Malaysia,2021-02-12,242452.0,0.0,857.0,0.0,7475485.0,41009.0,0.05,20.8,people tested,,,,,,77.31,96.25,26808.16,1.9,76.16,0.81,33938216
GEO,Asia,Georgia,2021-05-12,321919.0,0.0,4281.0,0.0,2927008.0,40275.0,0.05,18.3,tests performed,71570.0,59195.0,12375.0,,4434.0,64.81,65.03,9745.08,2.6,73.77,0.81,3744385
AUT,Europe,Austria,2020-11-14,146894.0,0.0,1729.0,0.0,2640800.0,33067.0,,,tests performed,,,,,,75.0,106.75,45436.69,7.37,81.54,0.92,8939617
CHE,Europe,Switzerland,2022-08-11,3971923.0,0.0,13511.0,0.0,,,,,,15930517.0,6090421.0,,3955161.0,3789.0,11.11,214.24,57410.17,4.53,83.78,0.96,8740471
LKA,Asia,Sri Lanka,2022-05-04,663373.0,0.0,16505.0,0.0,7636772.0,1511.0,0.02,52.2,tests performed,,,,,,30.57,341.96,11669.08,3.6,76.98,0.78,21832150
NER,Africa,Niger,2024-04-04,9515.0,0.0,315.0,0.0,,,,,,,,,,,,16.95,926.0,0.3,62.42,0.39,26207982
ISR,Asia,Israel,2021-12-04,1342872.0,0.0,8201.0,0.0,31148774.0,39697.0,0.01,166.7,people tested,16307493.0,6387435.0,5808798.0,4111260.0,3677.0,49.08,402.61,33132.32,2.99,82.97,0.92,9449000
MLI,Africa,Mali,2023-07-08,33151.0,0.0,743.0,0.0,,,,,,,,,,,,15.2,2014.31,0.1,59.31,0.43,22593598
DNK,Europe,Denmark,2021-09-30,359184.0,0.0,2640.0,0.0,41153353.0,42471.0,0.01,85.3,tests performed,,,,,,20.37,136.52,46682.52,2.5,80.9,0.94,5882259
SLE,Africa,Sierra Leone,2022-11-04,7754.0,0.0,125.0,0.0,,,,,,,,,,,39.48,104.7,1390.3,,54.7,0.45,8605723
SVN,Europe,Slovenia,2020-02-26,0.0,0.0,0.0,0.0,100.0,41.0,0.0,,tests performed,,,,,,0.0,102.62,31400.84,4.5,81.32,0.92,2119843
ITA,Europe,Italy,2021-06-28,4257289.0,0.0,127458.0,0.0,71207555.0,75861.0,0.0,242.1,tests performed,51052092.0,33992167.0,18294914.0,,560460.0,69.91,205.86,35220.08,3.18,83.51,0.89,59037472
MSR,North America,Montserrat,2021-11-02,41.0,0.0,1.0,0.0,,,,,,,,,,,,,,,74.16,,4413
GGY,Europe,Guernsey,2020-01-21,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,63329
BTN,Asia,Bhutan,2023-04-10,62650.0,0.0,21.0,0.0,,,,,,,,,,,,21.19,8708.6,1.7,71.78,0.65,782457
FSM,Oceania,Micronesia (country),2024-07-08,31765.0,0.0,65.0,0.0,,,,,,,,,,,,150.78,3299.46,,67.88,0.62,114178
DNK,Europe,Denmark,2022-12-08,3356914.0,0.0,7542.0,0.0,,,,,,,,,,,11.11,136.52,46682.52,2.5,80.9,0.94,5882259
JAM,North America,Jamaica,2023-06-28,155264.0,0.0,3554.0,0.0,,,,,,,,,,,,266.88,8193.57,1.7,74.47,0.73,2827382
CRI,North America,Costa Rica,2020-01-05,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,96.08,15525.0,1.13,80.28,0.81,5180836
SHN,Africa,Saint Helena,2020-07-27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,80.56,,5401
BTN,Asia,Bhutan,2020-03-03,0.0,0.0,0.0,0.0,,,,,,,,,,,13.89,21.19,8708.6,1.7,71.78,0.65,782457
TLS,Asia,East Timor,2020-11-02,30.0,0.0,0.0,0.0,,,,,,,,,,,,87.18,6570.1,5.9,69.5,0.61,1341298
CZE,Europe,Czechia,2020-03-16,190.0,0.0,0.0,0.0,,,,,,,,,,,79.63,137.18,32605.91,6.63,79.38,0.9,10493990
NRU,Oceania,Nauru,2021-05-07,0.0,0.0,0.0,0.0,,,,,,,,,,,,682.45,12895.64,5.0,59.96,,12691
SRB,Europe,Serbia,2020-08-15,27863.0,0.0,632.0,0.0,798009.0,8529.0,0.03,35.4,people tested,,,,,,58.33,80.29,14048.88,5.61,76.0,0.81,6871547
LSO,Africa,Lesotho,2024-01-09,36138.0,0.0,709.0,0.0,,,,,,,,,,,,73.56,2851.15,,54.33,0.53,2305826
STP,Africa,Sao Tome and Principe,2021-03-31,2210.0,0.0,34.0,0.0,,,,,,,,,,,,212.84,3052.71,2.9,70.39,0.62,227393
GIB,Europe,Gibraltar,2020-02-08,0.0,0.0,0.0,0.0,,,,,,,,,,,,3457.1,,,79.93,,32677
PYF,Oceania,French Polynesia,2023-01-23,77957.0,0.0,649.0,0.0,,,,,,,,,,,,77.32,,,77.66,,306292
AND,Europe,Andorra,2024-01-19,48015.0,0.0,159.0,0.0,,,,,,,,,,,,163.76,,,83.73,0.87,79843
GUF,South America,French Guiana,2021-12-12,46421.0,279.0,332.0,4.0,,,,,,,,,,,,,,,79.95,,304568
FJI,Oceania,Fiji,2022-08-07,67803.0,254.0,874.0,1.0,,,,,,,,,,,35.71,49.56,8702.98,2.3,67.44,0.74,929769
MOZ,Africa,Mozambique,2023-03-05,233214.0,66.0,2242.0,0.0,,,,,,,,,,,,37.73,1136.1,0.7,60.85,0.46,32969520
ECU,South America,Ecuador,2022-09-20,1001198.0,0.0,35885.0,0.0,,,,,,,,,,,14.49,66.94,10581.94,1.5,77.01,0.76,18001002
MNP,Oceania,Northern Mariana Islands,2023-10-11,14299.0,0.0,41.0,0.0,,,,,,,,,,,,119.88,,,76.74,,49574
ZAF,Africa,South Africa,2020-03-25,240.0,0.0,0.0,0.0,,,0.04,25.2,people tested,,,,,,55.56,46.75,12294.88,2.32,64.13,0.71,59893884
GNQ,Africa,Equatorial Guinea,2023-10-19,17130.0,0.0,183.0,0.0,,,,,,,,,,,,45.19,22604.87,2.1,58.74,0.59,1674916
SWZ,Africa,Eswatini,2020-12-11,6495.0,0.0,122.0,0.0,,,,,,,,,,,50.93,79.49,7738.98,2.1,60.19,0.61,1201680
LIE,Europe,Liechtenstein,2020-05-27,83.0,0.0,1.0,0.0,355.0,94.0,,,tests performed,,,,,,56.48,237.01,,2.4,82.49,0.92,39355
SRB,Europe,Serbia,2021-10-08,955672.0,0.0,8331.0,0.0,5819214.0,21119.0,0.31,3.2,people tested,,,,,,40.74,80.29,14048.88,5.61,76.0,0.81,6871547
NOR,Europe,Norway,2023-01-13,1476853.0,0.0,4933.0,0.0,,,,,,,,,,,,14.46,64800.06,3.6,82.4,0.96,5434324
KIR,Oceania,Kiribati,2022-03-13,3027.0,42.0,13.0,2.0,,,,,,,,,,,67.13,143.7,1981.13,1.9,68.37,0.63,131237
MLT,Europe,Malta,2024-06-17,121628.0,0.0,909.0,0.0,,,,,,,,,,,,1454.04,36513.32,4.49,82.53,0.9,533293
ISR,Asia,Israel,2024-01-02,4841558.0,0.0,12707.0,0.0,,,,,,,,,,,,402.61,33132.32,2.99,82.97,0.92,9449000
LBY,Africa,Libya,2022-07-09,502189.0,0.0,6430.0,0.0,,,,,,,,,,,40.25,3.62,17881.51,3.7,72.91,0.72,6812344
IRN,Asia,Iran,2024-02-13,7626844.0,0.0,146800.0,0.0,,,,,,,,,,,,49.83,19082.62,1.5,76.68,0.78,88550568
IRQ,Asia,Iraq,2020-09-22,315597.0,0.0,8491.0,0.0,2098488.0,21644.0,0.19,5.2,tests performed,,,,,,64.81,88.12,15663.99,1.4,70.6,0.67,44496124
PAN,North America,Panama,2023-09-08,1041564.0,0.0,8645.0,0.0,,,,,,,,,,,,55.13,22267.04,2.3,78.51,0.82,4408582
PAN,North America,Panama,2023-06-24,1039975.0,0.0,8634.0,0.0,,,,,,,,,,,,55.13,22267.04,2.3,78.51,0.82,4408582
EGY,Africa,Egypt,2024-04-14,516023.0,0.0,24830.0,0.0,,,,,,,,,,,,98.0,10550.21,1.6,71.99,0.71,110990096
ISL,Europe,Iceland,2023-08-05,208814.0,0.0,186.0,0.0,,,,,,,,,,,,3.4,46482.96,2.91,82.99,0.95,372903
CZE,Europe,Czechia,2021-06-05,1681486.0,0.0,30391.0,0.0,26627992.0,51180.0,0.0,500.0,tests performed,5896088.0,4200137.0,1747764.0,130.0,53015.0,56.48,137.18,32605.91,6.63,79.38,0.9,10493990
ECU,South America,Ecuador,2021-02-01,249779.0,0.0,14851.0,0.0,838511.0,1470.0,0.26,3.8,people tested,8521.0,8521.0,,,1388.0,69.44,66.94,10581.94,1.5,77.01,0.76,18001002
VCT,North America,Saint Vincent and the Grenadines,2020-11-04,74.0,0.0,0.0,0.0,,,,,,,,,,,,281.79,10727.15,2.6,72.53,0.74,103959
LAO,Asia,Laos,2022-09-04,214357.0,619.0,671.0,0.0,,,,,,,,,,,42.04,29.72,6397.36,1.5,67.92,0.61,7529477
TCD,Africa,Chad,2024-01-29,7698.0,0.0,194.0,0.0,,,,,,,,,,,,11.83,1768.15,,54.24,0.4,17723312
LBN,Asia,Lebanon,2020-07-17,2168.0,0.0,36.0,0.0,,,,,,,,,,,68.52,594.56,13367.56,2.9,78.93,0.74,5489744
JPN,Asia,Japan,2024-06-15,33803572.0,0.0,74694.0,0.0,,,,,,,,,,,,347.78,39002.22,13.05,84.63,0.92,123951696
COK,Oceania,Cook Islands,2021-04-27,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,76.25,,17032
ROU,Europe,Romania,2021-11-13,1701589.0,0.0,50482.0,0.0,,,0.13,8.0,tests performed,13700291.0,,6792733.0,,92805.0,69.27,85.13,23313.2,6.89,76.05,0.83,19659270
VUT,Oceania,Vanuatu,2021-05-28,3.0,0.0,0.0,0.0,,,,,,,,,,,22.22,22.66,2921.91,,70.47,0.61,326744
LBN,Asia,Lebanon,2023-05-06,1236756.0,0.0,10901.0,0.0,,,,,,,,,,,,594.56,13367.56,2.9,78.93,0.74,5489744
MHL,Oceania,Marshall Islands,2023-03-27,15723.0,0.0,17.0,0.0,,,,,,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
CAF,Africa,Central African Republic,2021-04-22,8294.0,0.0,79.0,0.0,,,,,,,,,,,5.56,7.48,661.24,1.0,53.28,0.4,5579148
ZMB,Africa,Zambia,2022-07-08,325348.0,0.0,4003.0,0.0,,,,,,7404709.0,,4668257.0,,65503.0,13.89,23.0,3689.25,2.0,63.89,0.58,20017670
JOR,Asia,Jordan,2022-04-03,1694216.0,1731.0,14048.0,17.0,,,0.07,13.8,tests performed,,,,,,20.37,109.28,8337.49,1.4,74.53,0.73,11285875
CRI,North America,Costa Rica,2021-02-18,199187.0,0.0,2714.0,0.0,548084.0,3126.0,0.1,10.1,people tested,,,,,,59.26,96.08,15525.0,1.13,80.28,0.81,5180836
ARM,Asia,Armenia,2022-02-18,406379.0,0.0,8167.0,0.0,2858806.0,5879.0,0.26,3.9,tests performed,,,,,,,102.93,8787.58,4.2,75.09,0.78,2780472
SGP,Asia,Singapore,2022-06-18,1341256.0,0.0,1398.0,0.0,,24000.0,0.15,6.5,samples tested,14504643.0,5123618.0,5068917.0,4257215.0,3421.0,28.34,7915.73,85535.38,2.4,83.62,0.94,5637022
SWZ,Africa,Eswatini,2021-05-21,18519.0,0.0,672.0,0.0,,,,,,,,,,,47.22,79.49,7738.98,2.1,60.19,0.61,1201680
SAU,Asia,Saudi Arabia,2022-11-29,825402.0,0.0,9457.0,0.0,,,,,,,,,,,11.11,15.32,49045.41,2.7,75.13,0.85,36408824
RWA,Africa,Rwanda,2020-05-01,183.0,0.0,0.0,0.0,32106.0,1365.0,0.01,126.4,samples tested,,,,,,90.74,494.87,1854.21,,69.02,0.54,13776702
GUY,South America,Guyana,2021-09-03,24967.0,0.0,609.0,0.0,,,0.17,5.8,tests performed,485332.0,318569.0,166763.0,,,68.97,3.95,7435.05,1.6,69.91,0.68,808727
MNP,Oceania,Northern Mariana Islands,2022-12-13,13171.0,0.0,41.0,0.0,,,,,,,,,,,,119.88,,,76.74,,49574
NGA,Africa,Nigeria,2024-01-07,267188.0,0.0,3155.0,0.0,,,,,,,,,,,,209.59,5338.45,,54.69,0.54,218541216
TJK,Asia,Tajikistan,2021-09-27,17484.0,0.0,125.0,0.0,,,,,,4139385.0,2398703.0,1740682.0,,,35.19,64.28,2896.91,4.8,71.1,0.67,9952789
DJI,Africa,Djibouti,2020-06-25,4565.0,0.0,45.0,0.0,,,,,,,,,,,59.26,41.28,2705.41,1.4,67.11,0.52,1120851
FRA,Europe,France,2023-04-04,38645710.0,0.0,166079.0,0.0,,,,,,154414536.0,54671036.0,53183148.0,47642771.0,2161.0,,122.58,38605.67,5.98,82.66,0.9,67813000
MTQ,North America,Martinique,2024-02-05,230354.0,0.0,1104.0,0.0,,,,,,,,,,,,,,,82.54,,367512
JAM,North America,Jamaica,2021-02-21,20924.0,2094.0,391.0,19.0,,,0.24,4.2,samples tested,,,,,,74.07,266.88,8193.57,1.7,74.47,0.73,2827382
NRU,Oceania,Nauru,2023-09-25,5393.0,0.0,1.0,0.0,,,,,,,,,,,,682.45,12895.64,5.0,59.96,,12691
MAF,North America,Saint Martin (French part),2023-08-11,12324.0,0.0,46.0,0.0,,,,,,,,,,,,590.53,,,82.08,,31816
MDA,Europe,Moldova,2022-09-09,575052.0,0.0,11755.0,0.0,,,,,,,,,,,11.11,123.66,5189.97,5.8,71.9,0.75,3272993
SYR,Asia,Syria,2021-07-06,25619.0,0.0,1885.0,0.0,,,,,,,,,,,25.93,,,1.5,72.7,0.57,22125242
AND,Europe,Andorra,2020-07-09,855.0,0.0,52.0,0.0,,,,,,,,,,,41.67,163.76,,,83.73,0.87,79843
SLB,Oceania,Solomon Islands,2020-11-30,17.0,0.0,0.0,0.0,,,,,,,,,,,36.11,21.84,2205.92,1.4,73.0,0.57,724272
CAN,North America,Canada,2020-03-18,176.0,0.0,1.0,0.0,34193.0,7286.0,0.03,33.8,tests performed,,,,,,62.96,4.04,44017.59,2.5,82.43,0.93,38454328
STP,Africa,Sao Tome and Principe,2022-05-25,5970.0,0.0,73.0,0.0,,,0.02,62.2,tests performed,,,,,,,212.84,3052.71,2.9,70.39,0.62,227393
YEM,Asia,Yemen,2020-09-23,2030.0,0.0,586.0,0.0,,,,,,,,,,,27.78,53.51,1479.15,0.7,66.12,0.47,33696612
RWA,Africa,Rwanda,2022-04-06,129729.0,0.0,1459.0,0.0,5145742.0,7150.0,0.0,2339.3,samples tested,,,,,,44.64,494.87,1854.21,,69.02,0.54,13776702
VCT,North America,Saint Vincent and the Grenadines,2021-04-19,1819.0,0.0,10.0,0.0,,,,,,,,,,,,281.79,10727.15,2.6,72.53,0.74,103959
MDA,Europe,Moldova,2022-04-09,514199.0,0.0,11446.0,0.0,,,,,tests performed,2133522.0,,1057203.0,,,14.81,123.66,5189.97,5.8,71.9,0.75,3272993
COK,Oceania,Cook Islands,2021-12-28,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,76.25,,17032
LCA,North America,Saint Lucia,2023-06-25,30103.0,3.0,409.0,0.0,,,,,,,,,,,,293.19,12951.84,1.3,76.2,0.76,179872
MEX,North America,Mexico,2024-06-25,7616075.0,0.0,334505.0,0.0,,,,,,,,,,,,66.44,17336.47,1.38,75.05,0.78,127504120
TCA,North America,Turks and Caicos Islands,2023-10-14,6666.0,0.0,40.0,0.0,,,,,,,,,,,,37.31,,,80.22,,45726
SAU,Asia,Saudi Arabia,2020-05-17,52016.0,14880.0,302.0,63.0,643252.0,15549.0,0.12,8.6,tests performed,,,,,,89.81,15.32,49045.41,2.7,75.13,0.85,36408824
SMR,Europe,San Marino,2020-11-11,1113.0,0.0,42.0,0.0,,,,,,,,,,,40.74,556.67,56861.47,3.8,84.97,,33690
MMR,Asia,Myanmar,2022-01-11,532062.0,0.0,19291.0,0.0,,,0.01,80.7,samples tested,,,,,,65.74,81.72,5591.6,0.9,67.13,0.58,54179312
ARE,Asia,United Arab Emirates,2024-01-26,1067030.0,0.0,2349.0,0.0,,,,,,,,,,,,112.44,67293.48,1.2,77.97,0.89,9441138
SPM,North America,Saint Pierre and Miquelon,2020-06-05,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.07,,5885
SLV,North America,El Salvador,2020-08-05,17050.0,0.0,459.0,0.0,248823.0,2441.0,0.17,6.0,tests performed,,,,,,89.81,307.81,7292.46,1.3,73.32,0.67,6336393
PAK,Asia,Pakistan,2024-01-22,1580631.0,0.0,30656.0,0.0,,,,,,,,,,,,255.57,5034.71,0.6,67.27,0.56,235824864
GMB,Africa,Gambia,2023-01-23,12586.0,0.0,372.0,0.0,,,,,,,,,,,,207.57,1561.77,1.1,62.05,0.5,2705995
PYF,Oceania,French Polynesia,2020-09-27,1579.0,261.0,6.0,4.0,,,,,,,,,,,,77.32,,,77.66,,306292
HKG,Asia,Hong Kong,2021-06-30,,,,,20096606.0,,0.0,25000.0,tests performed,3729387.0,2249124.0,1480252.0,11.0,60319.0,71.3,7039.71,56054.92,,84.86,0.95,7488863
LBN,Asia,Lebanon,2021-06-02,540132.0,0.0,7718.0,0.0,,,,,tests performed,819518.0,546388.0,273130.0,,19378.0,71.16,594.56,13367.56,2.9,78.93,0.74,5489744
FSM,Oceania,Micronesia (country),2023-08-20,26541.0,0.0,65.0,0.0,,,,,,,,,,,,150.78,3299.46,,67.88,0.62,114178
GLP,North America,Guadeloupe,2023-05-05,202653.0,0.0,1017.0,0.0,,,,,,,,,,,,,,,82.14,,395762
PAN,North America,Panama,2020-08-27,84392.0,0.0,1859.0,0.0,317934.0,4705.0,0.18,5.5,tests performed,,,,,,81.48,55.13,22267.04,2.3,78.51,0.82,4408582
ERI,Africa,Eritrea,2022-01-13,8303.0,0.0,82.0,0.0,,,,,,,,,,,,44.3,1510.46,0.7,66.32,0.46,3684041
CHL,South America,Chile,2023-02-18,5137305.0,0.0,63985.0,0.0,,,,,,,,,,,,24.28,22767.04,2.11,80.18,0.85,19603736
EGY,Africa,Egypt,2020-12-08,118014.0,0.0,6750.0,0.0,,,,,,,,,,,70.37,98.0,10550.21,1.6,71.99,0.71,110990096
TJK,Asia,Tajikistan,2020-10-04,9895.0,290.0,77.0,2.0,,,,,,,,,,,42.59,64.28,2896.91,4.8,71.1,0.67,9952789
SXM,North America,Sint Maarten (Dutch part),2020-09-09,504.0,0.0,19.0,0.0,,,,,,,,,,,,1209.09,36327.23,,78.95,,44192
HKG,Asia,Hong Kong,2022-07-31,,,,,,,,,,18077840.0,6767883.0,6516816.0,4793141.0,7076.0,47.14,7039.71,56054.92,,84.86,0.95,7488863
PNG,Oceania,Papua New Guinea,2022-03-06,41654.0,364.0,639.0,1.0,,,,,,,,,,,42.86,18.22,3823.19,,64.5,0.56,10142625
VGB,North America,British Virgin Islands,2022-03-02,6085.0,0.0,62.0,0.0,,,,,,,,,,,,207.97,,,79.07,,31332
KNA,North America,Saint Kitts and Nevis,2022-03-08,5533.0,0.0,42.0,0.0,,,0.03,34.0,people tested,,,,,,,212.86,24654.38,2.3,76.23,0.78,47681
ESP,Europe,Spain,2022-03-28,11585184.0,0.0,104144.0,0.0,88522043.0,94039.0,0.18,5.4,tests performed,,,,,,35.39,93.1,34272.36,2.97,83.56,0.9,47558632
OWID_NIR,Europe,Northern Ireland,2023-05-29,,,,,,,,,,4585843.0,1430677.0,1360944.0,2220782.0,211.0,,,,,,,1896000
MRT,Africa,Mauritania,2022-06-04,59102.0,0.0,982.0,0.0,,,0.0,327.8,tests performed,,,,,,43.52,4.29,3597.63,,64.92,0.55,4736146
VUT,Oceania,Vanuatu,2023-12-05,12019.0,0.0,14.0,0.0,,,,,,,,,,,,22.66,2921.91,,70.47,0.61,326744
RUS,Europe,Russia,2021-04-22,4702101.0,0.0,105582.0,0.0,127175519.0,332888.0,0.03,34.0,tests performed,17218313.0,10787419.0,6430894.0,,397046.0,36.57,8.82,24765.95,8.05,72.58,0.82,144713312
JAM,North America,Jamaica,2021-03-19,29912.0,0.0,484.0,0.0,,,0.25,3.9,samples tested,,,,,,71.3,266.88,8193.57,1.7,74.47,0.73,2827382
POL,Europe,Poland,2021-09-24,2899315.0,0.0,75503.0,0.0,,,0.02,51.8,tests performed,37144805.0,19752578.0,19367855.0,,40154.0,33.04,124.03,27216.44,6.62,78.73,0.88,39857144
MAF,North America,Saint Martin (French part),2021-04-03,1657.0,0.0,12.0,0.0,,,,,,,,,,,,590.53,,,82.08,,31816
PAK,Asia,Pakistan,2021-02-13,553128.0,0.0,11914.0,0.0,,,0.04,28.2,tests performed,,,,,,50.46,255.57,5034.71,0.6,67.27,0.56,235824864
MLT,Europe,Malta,2021-02-22,21279.0,0.0,325.0,0.0,678160.0,3041.0,0.05,18.7,tests performed,66334.0,45174.0,21160.0,,1915.0,52.78,1454.04,36513.32,4.49,82.53,0.9,533293
IDN,Asia,Indonesia,2021-01-30,989262.0,0.0,27835.0,0.0,,,,,,502955.0,482145.0,20810.0,,86656.0,68.06,145.72,11188.74,1.04,71.72,0.72,275501344
ABW,North America,Aruba,2021-03-09,8009.0,0.0,75.0,0.0,,,,,,,,,,,56.48,584.8,35973.78,,76.29,,106459
TCA,North America,Turks and Caicos Islands,2021-06-08,2420.0,0.0,17.0,0.0,,,,,,,,,,,,37.31,,,80.22,,45726
IDN,Asia,Indonesia,2020-06-21,45891.0,7614.0,2465.0,331.0,,,,,,,,,,,68.06,145.72,11188.74,1.04,71.72,0.72,275501344
RWA,Africa,Rwanda,2023-09-12,133194.0,0.0,1468.0,0.0,,,,,,,,,,,,494.87,1854.21,,69.02,0.54,13776702
MAR,Africa,Morocco,2023-03-26,1272622.0,37.0,16296.0,0.0,,,,,,55386490.0,25019636.0,23521326.0,6882583.0,,,80.08,7485.01,1.1,76.68,0.69,37457976
TZA,Africa,Tanzania,2024-01-01,43223.0,0.0,846.0,0.0,,,,,,,,,,,,64.7,2683.3,0.7,65.46,0.53,65497752
SVN,Europe,Slovenia,2022-02-26,880469.0,0.0,6989.0,0.0,4389269.0,7505.0,0.1,9.6,tests performed,2962368.0,1263784.0,1217975.0,627913.0,75.0,14.26,102.62,31400.84,4.5,81.32,0.92,2119843
PRK,Asia,North Korea,2021-07-13,0.0,0.0,0.0,0.0,,,,,samples tested,,,,,,,211.7,,13.2,72.27,,26069416
MMR,Asia,Myanmar,2021-10-12,478651.0,0.0,18134.0,0.0,4538563.0,17998.0,0.08,12.8,samples tested,,,,,,90.74,81.72,5591.6,0.9,67.13,0.58,54179312
KGZ,Asia,Kyrgyzstan,2021-08-21,56712.0,0.0,514.0,0.0,,,,,,989905.0,635267.0,352916.0,,8069.0,57.41,32.33,3393.47,4.5,71.45,0.7,6630621
ALB,Europe,Albania,2021-07-22,132647.0,0.0,2456.0,0.0,,,0.01,94.6,tests performed,1109785.0,624490.0,485295.0,,14332.0,37.96,104.87,11803.43,2.89,78.57,0.8,2842318
TCD,Africa,Chad,2020-04-29,46.0,0.0,0.0,0.0,,,,,,,,,,,88.89,11.83,1768.15,,54.24,0.4,17723312
AIA,North America,Anguilla,2022-09-14,3851.0,0.0,12.0,0.0,,,,,,,,,,,,,,,81.88,,15877
DZA,Africa,Algeria,2023-08-30,271871.0,0.0,6881.0,0.0,,,,,,,,,,,,17.35,13913.84,1.9,76.88,0.75,44903228
GEO,Asia,Georgia,2021-03-04,270758.0,0.0,3510.0,0.0,1354517.0,10678.0,0.01,79.7,tests performed,,,,,,64.81,65.03,9745.08,2.6,73.77,0.81,3744385
OWID_NIR,Europe,Northern Ireland,2022-02-15,,,,,,,,,,3702230.0,1417690.0,1318967.0,965573.0,2081.0,,,,,,,1896000
SWZ,Africa,Eswatini,2022-05-02,70643.0,0.0,1397.0,0.0,,,0.13,7.5,tests performed,,,,,,23.15,79.49,7738.98,2.1,60.19,0.61,1201680
SOM,Africa,Somalia,2020-05-06,671.0,0.0,31.0,0.0,,,,,,,,,,,63.89,23.5,,0.9,57.4,,17597508
BLM,North America,Saint Barthelemy,2020-10-26,83.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,10994
BLM,North America,Saint Barthelemy,2024-02-12,5507.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,10994
MWI,Africa,Malawi,2020-11-14,5948.0,0.0,184.0,0.0,68261.0,,0.01,147.4,tests performed,,,,,,50.93,197.52,1095.04,1.3,64.26,0.48,20405318
NGA,Africa,Nigeria,2020-01-07,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,209.59,5338.45,,54.69,0.54,218541216
THA,Asia,Thailand,2023-06-28,4751563.0,0.0,34328.0,0.0,,,,,,,,,,,,135.13,16277.67,2.1,77.15,0.78,71697024
OMN,Asia,Oman,2022-11-20,399119.0,92.0,4628.0,0.0,,,,,,,,,,,11.11,14.98,37960.71,1.6,77.86,0.81,4576300
ZAF,Africa,South Africa,2020-11-13,735906.0,0.0,20498.0,0.0,5086887.0,23430.0,0.09,11.4,people tested,,,,,,39.81,46.75,12294.88,2.32,64.13,0.71,59893884
MCO,Europe,Monaco,2022-02-09,9096.0,0.0,48.0,0.0,,,,,,,,,,,38.1,19347.5,,13.8,86.75,,36491
NAM,Africa,Namibia,2023-02-27,171156.0,0.0,4090.0,0.0,,,,,,,,,,,,3.08,9541.81,,63.71,0.65,2567024
