iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,stringency_index,population_density,gdp_per_capita,hospital_beds_per_thousand,life_expectancy,human_development_index,population
LVA,Europe,Latvia,2022-01-08,277019.0,0.0,4887.0,0.0,5625006.0,10798.0,0.15,6.7,tests performed,2627275.0,1321214.0,1271787.0,315414.0,7945.0,44.04,31.21,25063.85,5.57,75.29,0.87,1850654
UKR,Europe,Ukraine,2020-10-09,219324.0,0.0,2588.0,0.0,2522360.0,32658.0,0.18,5.5,tests performed,,,,,,58.8,77.39,7894.39,8.8,72.06,0.78,39701744
ESP,Europe,Spain,2024-06-01,13980340.0,,121852.0,,,,,,,,,,,,,93.1,34272.36,2.97,83.56,0.9,47558632
TKL,Oceania,Tokelau,2023-11-29,80.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.86,,1893
MCO,Europe,Monaco,2020-11-07,314.0,0.0,2.0,0.0,,,,,,,,,,,45.37,19347.5,,13.8,86.75,,36491
AZE,Asia,Azerbaijan,2023-02-06,828064.0,0.0,10095.0,0.0,,,,,,,,,,,,119.31,15847.42,4.7,73.0,0.76,10358078
NIU,Oceania,Niue,2021-06-01,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,73.71,,1952
LUX,Europe,Luxembourg,2023-11-22,386778.0,0.0,1000.0,0.0,,,,,,,,,,,,231.45,94277.96,4.51,82.25,0.92,647601
OWID_NIR,Europe,Northern Ireland,2022-04-10,,,,,,,,,,3767535.0,,1334120.0,1008130.0,1047.0,,,,,,,1896000
JEY,Europe,Jersey,2020-05-18,281.0,0.0,27.0,0.0,,,,,,,,,,,,,,,,,110796
LIE,Europe,Liechtenstein,2023-05-27,21468.0,0.0,87.0,0.0,,,,,,,,,,,,237.01,,2.4,82.49,0.92,39355
ALB,Europe,Albania,2021-01-03,58723.0,3343.0,1186.0,52.0,252718.0,2309.0,0.22,4.5,tests performed,,,,,,56.48,104.87,11803.43,2.89,78.57,0.8,2842318
ZMB,Africa,Zambia,2021-01-10,26567.0,5337.0,464.0,72.0,698215.0,11700.0,0.08,12.1,tests performed,,,,,,50.93,23.0,3689.25,2.0,63.89,0.58,20017670
CIV,Africa,Cote d'Ivoire,2024-05-12,88425.0,0.0,835.0,0.0,,,,,,,,,,,,76.4,3601.01,,57.78,0.54,28160548
DZA,Africa,Algeria,2022-07-15,266246.0,0.0,6875.0,0.0,,,,,,,,,,,33.44,17.35,13913.84,1.9,76.88,0.75,44903228
NIC,North America,Nicaragua,2020-09-03,3659.0,0.0,137.0,0.0,,,,,,,,,,,16.67,51.67,5321.44,0.9,74.48,0.66,6948395
BLZ,North America,Belize,2020-08-22,388.0,0.0,3.0,0.0,,,,,,,,,,,76.85,16.43,7824.36,1.3,74.62,0.72,405285
BES,North America,Bonaire Sint Eustatius and Saba,2022-04-26,9591.0,0.0,34.0,0.0,,,,,,,,,,,,,,,77.79,,27052
OWID_CYN,Asia,Northern Cyprus,2021-10-24,,,,,,,,,,,,,,,,,,,,,382836
ROU,Europe,Romania,2023-06-21,3406899.0,0.0,68224.0,0.0,,,,,,,,,,,,85.13,23313.2,6.89,76.05,0.83,19659270
COL,South America,Colombia,2022-02-07,5943783.0,0.0,135282.0,0.0,32439499.0,40169.0,0.31,3.3,tests performed,73549566.0,40706935.0,32331677.0,6438577.0,224254.0,47.61,44.22,13254.95,1.71,77.29,0.77,51874028
GTM,North America,Guatemala,2021-06-07,261392.0,0.0,8280.0,0.0,1452904.0,8040.0,0.21,4.7,people tested,607689.0,492410.0,115279.0,,10831.0,51.85,157.83,7423.81,0.6,74.3,0.66,17843914
DZA,Africa,Algeria,2022-06-25,265971.0,0.0,6875.0,0.0,,,,,,,,,,,33.44,17.35,13913.84,1.9,76.88,0.75,44903228
PLW,Oceania,Palau,2023-05-28,6009.0,0.0,9.0,0.0,,,,,,,,,,,,47.24,13240.4,4.8,73.7,0.83,18084
DMA,North America,Dominica,2021-06-09,188.0,0.0,0.0,0.0,,,,,,37678.0,20048.0,17630.0,,,30.56,98.57,9673.37,3.8,75.0,0.74,72758
BEN,Africa,Benin,2021-09-23,21450.0,0.0,146.0,0.0,,,,,,,,,,,50.0,99.11,2064.24,0.5,61.77,0.55,13352864
GGY,Europe,Guernsey,2021-10-20,1835.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,63329
TTO,North America,Trinidad and Tobago,2024-01-09,191496.0,0.0,4390.0,0.0,,,,,,,,,,,,266.89,28763.07,3.0,73.51,0.8,1531043
CUB,North America,Cuba,2021-08-06,384596.0,0.0,2758.0,0.0,,,,,,10786407.0,4641222.0,2813690.0,,73160.0,71.76,110.41,,5.2,78.8,0.78,11212198
GGY,Europe,Guernsey,2023-08-28,35326.0,0.0,67.0,0.0,,,,,,,,,,,,,,,,,63329
CMR,Africa,Cameroon,2022-11-18,123993.0,0.0,1965.0,0.0,,,,,,,,,,,13.89,50.88,3364.93,1.3,59.29,0.56,27914542
ARG,South America,Argentina,2021-07-08,4627073.0,0.0,105867.0,0.0,17811631.0,110101.0,0.18,5.5,tests performed,24886053.0,19790269.0,5095290.0,495.0,410662.0,75.0,16.18,18933.91,5.0,76.67,0.84,45510324
GGY,Europe,Guernsey,2023-07-30,35326.0,0.0,67.0,0.0,,,,,,,,,,,,,,,,,63329
ALB,Europe,Albania,2021-09-12,155293.0,6176.0,2535.0,27.0,1080945.0,4334.0,0.15,6.6,tests performed,1601552.0,896926.0,704626.0,,3356.0,41.67,104.87,11803.43,2.89,78.57,0.8,2842318
MLI,Africa,Mali,2022-11-30,32758.0,0.0,742.0,0.0,,,,,,,,,,,25.0,15.2,2014.31,0.1,59.31,0.43,22593598
GNB,Africa,Guinea-Bissau,2023-10-13,9614.0,0.0,177.0,0.0,,,,,,,,,,,,66.19,1548.68,,58.32,0.48,2105580
SSD,Africa,South Sudan,2023-07-12,18368.0,0.0,138.0,0.0,,,,,,,,,,,,,1569.89,,57.85,0.43,10913172
GAB,Africa,Gabon,2022-02-07,47148.0,0.0,301.0,0.0,,,0.04,24.0,tests performed,,,,,,51.88,7.86,16562.41,6.3,66.47,0.7,2388997
MKD,Europe,North Macedonia,2020-05-13,1664.0,0.0,93.0,0.0,19739.0,309.0,0.08,12.3,tests performed,,,,,,,82.6,13111.21,4.28,75.8,0.77,2093606
BHS,North America,Bahamas,2024-02-28,38425.0,0.0,848.0,0.0,,,,,,,,,,,,39.5,27717.85,2.9,73.92,0.81,409989
NGA,Africa,Nigeria,2020-05-20,5621.0,0.0,176.0,0.0,38231.0,1332.0,0.19,5.2,tests performed,,,,,,84.26,209.59,5338.45,,54.69,0.54,218541216
SYC,Africa,Seychelles,2020-03-30,8.0,0.0,0.0,0.0,,,,,,,,,,,52.78,208.35,26382.29,3.6,73.4,0.8,107135
MEX,North America,Mexico,2020-12-24,1388598.0,0.0,138115.0,0.0,3283892.0,26877.0,0.39,2.6,people tested,2924.0,2924.0,,,,71.76,66.44,17336.47,1.38,75.05,0.78,127504120
MMR,Asia,Myanmar,2020-03-03,0.0,0.0,0.0,0.0,,,,,,,,,,,2.78,81.72,5591.6,0.9,67.13,0.58,54179312
BRA,South America,Brazil,2022-03-12,28973799.0,0.0,651255.0,0.0,,,,,,402357624.0,179715577.0,157623243.0,70098817.0,1085618.0,34.81,25.04,14103.45,2.2,75.88,0.76,215313504
ASM,Oceania,American Samoa,2020-10-26,0.0,0.0,0.0,0.0,,,,,,,,,,,,278.2,,,73.74,,44295
ATG,North America,Antigua and Barbuda,2023-04-06,9106.0,0.0,146.0,0.0,,,,,,,,,,,,231.84,21490.94,3.8,77.02,0.78,93772
ZMB,Africa,Zambia,2020-05-13,252.0,0.0,9.0,0.0,13927.0,432.0,0.09,11.2,tests performed,,,,,,43.52,23.0,3689.25,2.0,63.89,0.58,20017670
PYF,Oceania,French Polynesia,2020-08-06,62.0,0.0,0.0,0.0,,,,,,,,,,,,77.32,,,77.66,,306292
MRT,Africa,Mauritania,2024-06-27,63868.0,0.0,997.0,0.0,,,,,,,,,,,,4.29,3597.63,,64.92,0.55,4736146
FJI,Oceania,Fiji,2023-05-07,68921.0,0.0,883.0,0.0,,,,,,,,,,,,49.56,8702.98,2.3,67.44,0.74,929769
ROU,Europe,Romania,2021-04-06,970224.0,0.0,23973.0,0.0,,,0.16,6.1,tests performed,3405531.0,2147482.0,1258049.0,,54949.0,67.59,85.13,23313.2,6.89,76.05,0.83,19659270
BEL,Europe,Belgium,2021-10-31,1367535.0,53380.0,26127.0,154.0,21933696.0,41518.0,0.1,10.3,tests performed,17646691.0,8767181.0,8625302.0,664397.0,289.0,31.99,375.56,42658.58,5.64,81.63,0.93,11655923
NOR,Europe,Norway,2021-09-11,167555.0,0.0,853.0,0.0,7471566.0,10581.0,0.06,15.9,people tested,7479479.0,3992835.0,3484604.0,2040.0,3890.0,38.89,14.46,64800.06,3.6,82.4,0.96,5434324
GIB,Europe,Gibraltar,2023-05-02,20550.0,0.0,113.0,0.0,,,,,,,,,,,,3457.1,,,79.93,,32677
JAM,North America,Jamaica,2022-10-17,152236.0,0.0,3349.0,0.0,,,,,,,,,,,11.11,266.88,8193.57,1.7,74.47,0.73,2827382
MKD,Europe,North Macedonia,2022-02-06,278756.0,9967.0,9037.0,202.0,,,0.23,4.3,tests performed,1811511.0,,830150.0,131257.0,,,82.6,13111.21,4.28,75.8,0.77,2093606
TUR,Asia,Turkey,2020-06-16,176677.0,0.0,4792.0,0.0,2680713.0,46800.0,0.03,33.3,tests performed,,,,,,63.89,104.91,25129.34,2.81,77.69,0.82,85341248
KWT,Asia,Kuwait,2021-08-09,402794.0,0.0,2366.0,0.0,3526758.0,15482.0,0.05,21.2,tests performed,,,,,,60.28,232.13,65530.54,2.0,75.49,0.81,4268886
BGD,Asia,Bangladesh,2022-01-14,1593700.0,0.0,28102.0,0.0,11809447.0,29871.0,0.1,9.9,tests performed,139348004.0,83486556.0,55861448.0,,,57.41,1265.04,3523.98,0.8,72.59,0.63,171186368
MYT,Africa,Mayotte,2022-07-14,38139.0,0.0,187.0,0.0,,,,,,,,,,,,,,,79.46,,326113
BHR,Asia,Bahrain,2021-09-30,274745.0,0.0,1389.0,0.0,,,0.0,249.0,units unclear,2590143.0,1165178.0,1119298.0,,7975.0,22.11,1935.91,43290.7,2.0,77.29,0.85,1472237
IRL,Europe,Ireland,2022-03-10,1329112.0,0.0,6700.0,0.0,11508300.0,14785.0,0.33,3.0,tests performed,10715272.0,4080932.0,4010277.0,2865311.0,5050.0,11.11,69.87,67335.29,2.96,82.3,0.96,5023108
SPM,North America,Saint Pierre and Miquelon,2022-04-29,2641.0,0.0,1.0,0.0,,,,,,,,,,,,,,,81.07,,5885
ECU,South America,Ecuador,2020-11-21,179627.0,0.0,12997.0,0.0,575028.0,6437.0,0.19,5.3,people tested,,,,,,52.78,66.94,10581.94,1.5,77.01,0.76,18001002
ISR,Asia,Israel,2020-01-28,0.0,0.0,0.0,0.0,,,,,,,,,,,2.78,402.61,33132.32,2.99,82.97,0.92,9449000
NOR,Europe,Norway,2024-06-29,1508867.0,0.0,5732.0,0.0,,,,,,,,,,,,14.46,64800.06,3.6,82.4,0.96,5434324
PAN,North America,Panama,2022-02-13,739770.0,18291.0,7926.0,113.0,5395266.0,8276.0,0.16,6.1,tests performed,7326028.0,3269553.0,2891293.0,1165182.0,,30.99,55.13,22267.04,2.3,78.51,0.82,4408582
CAF,Africa,Central African Republic,2022-02-01,14023.0,0.0,110.0,0.0,,,0.09,10.9,tests performed,,,,,,18.52,7.48,661.24,1.0,53.28,0.4,5579148
BRN,Asia,Brunei,2020-05-09,138.0,0.0,1.0,0.0,,,,,,,,,,,58.33,81.35,71809.25,2.7,75.86,0.84,449002
MSR,North America,Montserrat,2020-06-17,11.0,0.0,1.0,0.0,,,,,,,,,,,,,,,74.16,,4413
PYF,Oceania,French Polynesia,2021-08-12,22459.0,0.0,157.0,0.0,,,,,,,,,,,,77.32,,,77.66,,306292
BLR,Europe,Belarus,2022-06-02,982867.0,0.0,6978.0,0.0,,,,,,,,,,,13.89,46.86,17167.97,11.0,74.79,0.82,9534956
CRI,North America,Costa Rica,2020-11-30,137093.0,0.0,1690.0,0.0,349329.0,1387.0,0.33,3.0,people tested,,,,,,55.56,96.08,15525.0,1.13,80.28,0.81,5180836
TCD,Africa,Chad,2022-01-17,6556.0,0.0,185.0,0.0,,,,,tests performed,,,,,,35.19,11.83,1768.15,,54.24,0.4,17723312
PAK,Asia,Pakistan,2020-05-12,26435.0,0.0,599.0,0.0,305851.0,10957.0,0.13,7.4,tests performed,,,,,,89.81,255.57,5034.71,0.6,67.27,0.56,235824864
ITA,Europe,Italy,2022-09-17,22035717.0,0.0,176175.0,0.0,,,,,,140668835.0,50911063.0,47923759.0,43342438.0,8649.0,15.51,205.86,35220.08,3.18,83.51,0.89,59037472
CMR,Africa,Cameroon,2020-04-18,822.0,0.0,15.0,0.0,,,,,,,,,,,71.3,50.88,3364.93,1.3,59.29,0.56,27914542
BDI,Africa,Burundi,2023-04-21,53726.0,0.0,15.0,0.0,,,,,,,,,,,,423.06,702.22,0.8,61.58,0.43,12889583
CIV,Africa,Cote d'Ivoire,2021-09-12,57784.0,1049.0,506.0,42.0,952906.0,4817.0,0.04,25.7,tests performed,1542157.0,,,,,17.59,76.4,3601.01,,57.78,0.54,28160548
TCD,Africa,Chad,2023-03-26,7685.0,3.0,194.0,0.0,,,,,,,,,,,,11.83,1768.15,,54.24,0.4,17723312
HND,North America,Honduras,2023-01-03,465915.0,0.0,11071.0,0.0,,,,,,,,,,,,82.8,4541.8,0.7,75.27,0.63,10432858
CHN,Asia,China,2022-12-25,62445650.0,40475477.0,38995.0,5849.0,,,,,,3471819000.0,,,,873000.0,49.54,147.67,15308.71,4.34,76.91,0.76,1425887360
BTN,Asia,Bhutan,2020-01-15,0.0,0.0,0.0,0.0,,,,,,,,,,,8.33,21.19,8708.6,1.7,71.78,0.65,782457
KNA,North America,Saint Kitts and Nevis,2023-12-23,6607.0,0.0,46.0,0.0,,,,,,,,,,,,212.86,24654.38,2.3,76.23,0.78,47681
LBR,Africa,Liberia,2024-07-12,7930.0,0.0,294.0,0.0,,,,,,,,,,,,49.13,752.79,0.8,64.1,0.48,5302690
BLR,Europe,Belarus,2024-03-07,994037.0,0.0,7118.0,0.0,,,,,,,,,,,,46.86,17167.97,11.0,74.79,0.82,9534956
WLF,Oceania,Wallis and Futuna,2020-05-04,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79.94,,11596
AGO,Africa,Angola,2023-05-26,105770.0,0.0,1936.0,0.0,,,,,,,,,,,,23.89,5819.5,,61.15,0.58,35588996
TGO,Africa,Togo,2020-10-06,1840.0,0.0,48.0,0.0,98140.0,1039.0,0.02,50.8,tests performed,,,,,,59.26,143.37,1429.81,0.7,61.04,0.52,8848700
BRA,South America,Brazil,2021-02-04,9118513.0,0.0,222666.0,0.0,,,,,tests performed,3074906.0,3074906.0,,,272772.0,69.91,25.04,14103.45,2.2,75.88,0.76,215313504
MCO,Europe,Monaco,2024-04-16,17181.0,0.0,67.0,0.0,,,,,,,,,,,,19347.5,,13.8,86.75,,36491
BLZ,North America,Belize,2022-12-18,69376.0,259.0,688.0,0.0,,,,,,,,,,,11.11,16.43,7824.36,1.3,74.62,0.72,405285
JEY,Europe,Jersey,2023-12-24,66391.0,0.0,161.0,0.0,,,,,,,,,,,,,,,,,110796
CPV,Africa,Cape Verde,2020-10-10,6296.0,0.0,62.0,0.0,,648.0,0.18,5.5,tests performed,,,,,,67.13,135.58,6222.55,2.1,72.98,0.66,593162
JOR,Asia,Jordan,2023-12-05,1746997.0,0.0,14122.0,0.0,,,,,,,,,,,,109.28,8337.49,1.4,74.53,0.73,11285875
BLM,North America,Saint Barthelemy,2021-09-01,1592.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,10994
TJK,Asia,Tajikistan,2022-09-28,17786.0,0.0,125.0,0.0,,,,,,,,,,,8.33,64.28,2896.91,4.8,71.1,0.67,9952789
ARE,Asia,United Arab Emirates,2022-04-27,896892.0,0.0,2302.0,0.0,155105490.0,244445.0,0.0,1132.1,tests performed,,,,,,29.52,112.44,67293.48,1.2,77.97,0.89,9441138
COL,South America,Colombia,2021-01-20,1870179.0,0.0,47868.0,0.0,9306456.0,76482.0,0.26,3.8,tests performed,,,,,,81.02,44.22,13254.95,1.71,77.29,0.77,51874028
PRT,Europe,Portugal,2024-07-11,5657578.0,0.0,28556.0,0.0,,,,,,,,,,,,112.37,27936.9,3.39,82.05,0.86,10270857
SMR,Europe,San Marino,2022-05-27,17034.0,0.0,115.0,0.0,,,,,,,,,,,8.33,556.67,56861.47,3.8,84.97,,33690
COM,Africa,Comoros,2020-08-26,347.0,0.0,7.0,0.0,,,,,,,,,,,,437.35,1413.89,2.2,64.32,0.55,836783
TCD,Africa,Chad,2020-01-12,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,11.83,1768.15,,54.24,0.4,17723312
BHS,North America,Bahamas,2022-07-21,36426.0,0.0,822.0,0.0,,,,,,,,,,,23.15,39.5,27717.85,2.9,73.92,0.81,409989
COM,Africa,Comoros,2021-02-14,3262.0,246.0,128.0,20.0,,,,,,,,,,,,437.35,1413.89,2.2,64.32,0.55,836783
TGO,Africa,Togo,2020-01-27,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,143.37,1429.81,0.7,61.04,0.52,8848700
SDN,Africa,Sudan,2020-01-15,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,23.26,4466.51,0.8,65.31,0.51,46874200
MUS,Africa,Mauritius,2024-04-07,327493.0,25.0,1072.0,1.0,,,,,,,,,,,,622.96,20292.74,3.4,74.99,0.8,1299478
SOM,Africa,Somalia,2023-11-23,27334.0,0.0,1361.0,0.0,,,,,,,,,,,,23.5,,0.9,57.4,,17597508
PER,South America,Peru,2024-07-05,4526977.0,0.0,220975.0,0.0,,,,,,,,,,,,25.13,12236.71,1.6,76.74,0.78,34049588
SHN,Africa,Saint Helena,2020-02-10,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,80.56,,5401
TZA,Africa,Tanzania,2024-02-18,43223.0,0.0,846.0,0.0,,,,,,,,,,,,64.7,2683.3,0.7,65.46,0.53,65497752
FLK,South America,Falkland Islands,2022-04-26,152.0,0.0,0.0,0.0,,,,,,,,,,,,,,,81.44,,3801
MHL,Oceania,Marshall Islands,2020-11-17,1.0,0.0,0.0,0.0,,,0.03,30.3,tests performed,,,,,,,295.15,3819.2,2.7,73.7,0.7,41593
MYT,Africa,Mayotte,2020-06-25,2404.0,0.0,31.0,0.0,,,,,,,,,,,,,,,79.46,,326113
CAF,Africa,Central African Republic,2024-05-26,15440.0,0.0,113.0,0.0,,,,,,,,,,,,7.48,661.24,1.0,53.28,0.4,5579148
CYP,Europe,Cyprus,2020-06-22,985.0,0.0,19.0,0.0,147802.0,1039.0,0.0,2130.5,tests performed,,,,,,62.96,127.66,32415.13,3.4,80.98,0.89,896007
MDG,Africa,Madagascar,2020-11-25,17341.0,0.0,251.0,0.0,,,0.04,26.2,tests performed,,,,,,37.04,43.95,1416.44,0.2,67.04,0.53,29611718
VAT,Europe,Vatican,2021-08-05,26.0,0.0,0.0,0.0,,,,,,,,,,,,,,,75.12,,808
LSO,Africa,Lesotho,2021-06-13,10859.0,20.0,326.0,0.0,,,,,,,,,,,48.15,73.56,2851.15,,54.33,0.53,2305826
GRL,North America,Greenland,2024-04-03,11971.0,0.0,21.0,0.0,,,,,,,,,,,,0.14,,,71.7,,56494
ASM,Oceania,American Samoa,2020-04-14,0.0,0.0,0.0,0.0,,,,,,,,,,,,278.2,,,73.74,,44295
MLT,Europe,Malta,2020-02-25,0.0,0.0,0.0,0.0,,,,,,,,,,,11.11,1454.04,36513.32,4.49,82.53,0.9,533293
HRV,Europe,Croatia,2022-02-05,929502.0,0.0,13731.0,0.0,,,0.51,2.0,people tested,5132763.0,2298364.0,2212347.0,,4934.0,31.86,73.73,22669.8,5.54,78.49,0.85,4030361
SSD,Africa,South Sudan,2021-09-30,11936.0,0.0,128.0,0.0,,,0.03,38.8,tests performed,,,,,,46.29,,1569.89,,57.85,0.43,10913172
BLZ,North America,Belize,2021-08-31,16012.0,0.0,356.0,0.0,,,0.06,18.1,tests performed,,,,,,44.38,16.43,7824.36,1.3,74.62,0.72,405285
NZL,Oceania,New Zealand,2022-01-06,13932.0,0.0,51.0,0.0,,,,,tests performed,8300795.0,3974851.0,3868601.0,457343.0,49788.0,52.6,18.21,36085.84,2.61,82.29,0.93,5185289
DMA,North America,Dominica,2021-10-07,3602.0,0.0,21.0,0.0,,,,,,,,,,,52.88,98.57,9673.37,3.8,75.0,0.74,72758
KGZ,Asia,Kyrgyzstan,2024-04-29,88953.0,0.0,1024.0,0.0,,,,,,,,,,,,32.33,3393.47,4.5,71.45,0.7,6630621
ROU,Europe,Romania,2020-11-01,241339.0,35546.0,6968.0,650.0,,,0.18,5.4,tests performed,,,,,,54.63,85.13,23313.2,6.89,76.05,0.83,19659270
AFG,Asia,Afghanistan,2021-06-17,89861.0,0.0,3527.0,0.0,,,,,,,,,,,46.3,54.42,1803.99,0.5,64.83,0.51,41128772
KEN,Africa,Kenya,2023-06-20,343466.0,0.0,5689.0,0.0,,,,,,,,,,,,87.32,2993.03,1.4,66.7,0.6,54027484
BLR,Europe,Belarus,2023-11-17,994037.0,0.0,7118.0,0.0,,,,,,,,,,,,46.86,17167.97,11.0,74.79,0.82,9534956
MAR,Africa,Morocco,2023-11-18,1277538.0,0.0,16297.0,0.0,,,,,,,,,,,,80.08,7485.01,1.1,76.68,0.69,37457976
CAF,Africa,Central African Republic,2021-04-21,8294.0,0.0,79.0,0.0,,,,,,,,,,,5.56,7.48,661.24,1.0,53.28,0.4,5579148
GRL,North America,Greenland,2021-11-26,1129.0,0.0,0.0,0.0,,,,,,,,,,,32.78,0.14,,,71.7,,56494
PYF,Oceania,French Polynesia,2021-11-16,45601.0,0.0,636.0,0.0,,,,,,,,,,,,77.32,,,77.66,,306292
CHN,Asia,China,2021-03-20,102363.0,0.0,4849.0,0.0,,,0.0,939925.2,tests performed,74956000.0,,,,,51.39,147.67,15308.71,4.34,76.91,0.76,1425887360
DMA,North America,Dominica,2021-04-05,165.0,0.0,0.0,0.0,,,,,,,,,,,30.56,98.57,9673.37,3.8,75.0,0.74,72758
SHN,Africa,Saint Helena,2023-07-10,2166.0,0.0,0.0,0.0,,,,,,,,,,,,,,,80.56,,5401
PNG,Oceania,Papua New Guinea,2024-07-11,46864.0,0.0,670.0,0.0,,,,,,,,,,,,18.22,3823.19,,64.5,0.56,10142625
PLW,Oceania,Palau,2020-08-18,0.0,0.0,0.0,0.0,,,,,,,,,,,,47.24,13240.4,4.8,73.7,0.83,18084
MNE,Europe,Montenegro,2021-08-19,104726.0,0.0,1553.0,0.0,,,,,,367434.0,198891.0,168543.0,,2672.0,,46.28,16409.29,3.86,76.88,0.83,627082
BLR,Europe,Belarus,2024-01-27,994037.0,0.0,7118.0,0.0,,,,,,,,,,,,46.86,17167.97,11.0,74.79,0.82,9534956
CUB,North America,Cuba,2024-03-28,1113660.0,0.0,8530.0,0.0,,,,,,,,,,,,110.41,,5.2,78.8,0.78,11212198
UGA,Africa,Uganda,2020-11-12,14405.0,0.0,167.0,0.0,582209.0,2766.0,0.09,11.1,tests performed,,,,,,52.78,213.76,1697.71,0.5,63.37,0.54,47249588
MUS,Africa,Mauritius,2021-11-28,79613.0,7272.0,468.0,96.0,,,,,,,,,,,40.34,622.96,20292.74,3.4,74.99,0.8,1299478
BDI,Africa,Burundi,2022-02-10,37756.0,0.0,15.0,0.0,1376884.0,,0.02,66.3,tests performed,,,,,,21.3,423.06,702.22,0.8,61.58,0.43,12889583
TWN,Asia,Taiwan,2022-12-24,,,,,,,,,,,,,,,17.59,,,,80.46,,23893396
BOL,South America,Bolivia,2023-03-20,1195064.0,0.0,22368.0,0.0,,,,,,,,,,,,10.2,6885.83,1.1,71.51,0.72,12224114
MYS,Asia,Malaysia,2023-01-17,5032433.0,0.0,36866.0,0.0,,,,,,72474161.0,28125624.0,27538757.0,17028030.0,8156.0,,96.25,26808.16,1.9,76.16,0.81,33938216
GUF,South America,French Guiana,2022-03-18,78075.0,0.0,394.0,0.0,,,,,,,,,,,,,,,79.95,,304568
OWID_WLS,Europe,Wales,2021-02-03,,,,,,,,,,491786.0,490570.0,1216.0,,28129.0,,,,,,,3170000
SVK,Europe,Slovakia,2021-06-26,391325.0,0.0,12492.0,0.0,39963320.0,45446.0,0.0,500.0,tests performed,,,,,,50.83,113.13,30155.15,5.82,77.54,0.86,5643455
FJI,Oceania,Fiji,2020-07-08,18.0,0.0,0.0,0.0,,,,,tests performed,,,,,,54.63,49.56,8702.98,2.3,67.44,0.74,929769
PER,South America,Peru,2022-09-09,4111045.0,0.0,215790.0,0.0,,,,,,83719421.0,29852981.0,28188395.0,25678045.0,50748.0,28.44,25.13,12236.71,1.6,76.74,0.78,34049588
BGR,Europe,Bulgaria,2020-11-14,74485.0,0.0,1632.0,0.0,847450.0,12413.0,0.36,2.7,tests performed,,,,,,48.15,65.18,18563.31,7.45,75.05,0.82,6781955
MLI,Africa,Mali,2020-10-07,3170.0,0.0,131.0,0.0,,,,,,,,,,,37.96,15.2,2014.31,0.1,59.31,0.43,22593598
ASM,Oceania,American Samoa,2022-09-17,8217.0,0.0,34.0,0.0,,,,,,,,,,,,278.2,,,73.74,,44295
SYC,Africa,Seychelles,2022-07-11,45089.0,0.0,167.0,0.0,,,,,,,,,,,39.81,208.35,26382.29,3.6,73.4,0.8,107135
PAN,North America,Panama,2021-08-10,440494.0,0.0,6885.0,0.0,3462664.0,11588.0,0.08,11.9,tests performed,,,,,,67.59,55.13,22267.04,2.3,78.51,0.82,4408582
TCA,North America,Turks and Caicos Islands,2021-04-12,2344.0,0.0,17.0,0.0,,,,,,,,,,,,37.31,,,80.22,,45726
AUS,Oceania,Australia,2023-05-24,11364833.0,0.0,21857.0,0.0,,,,,,,,,,,,3.2,44648.71,3.84,83.44,0.94,26177410
SSD,Africa,South Sudan,2021-11-28,12751.0,76.0,133.0,0.0,,,0.02,54.6,tests performed,,,,,,46.27,,1569.89,,57.85,0.43,10913172
LCA,North America,Saint Lucia,2021-08-18,6194.0,0.0,95.0,0.0,,,,,,,,,,,,293.19,12951.84,1.3,76.2,0.76,179872
KHM,Asia,Cambodia,2021-10-09,113256.0,0.0,2383.0,0.0,,,0.06,15.9,tests performed,24671297.0,13480746.0,11325707.0,917995.0,160624.0,76.53,90.67,3645.07,0.8,69.82,0.59,16767851
KEN,Africa,Kenya,2021-05-18,165379.0,0.0,3001.0,0.0,,,0.05,18.7,tests performed,,,,,,74.07,87.32,2993.03,1.4,66.7,0.6,54027484
JOR,Asia,Jordan,2020-05-01,433.0,0.0,7.0,0.0,78885.0,,,,tests performed,,,,,,89.81,109.28,8337.49,1.4,74.53,0.73,11285875
MNE,Europe,Montenegro,2020-04-30,0.0,0.0,0.0,0.0,,,,,,,,,,,,46.28,16409.29,3.86,76.88,0.83,627082
BLR,Europe,Belarus,2024-06-07,994037.0,0.0,7118.0,0.0,,,,,,,,,,,,46.86,17167.97,11.0,74.79,0.82,9534956
ATG,North America,Antigua and Barbuda,2022-12-14,9106.0,0.0,146.0,0.0,,,,,,,,,,,,231.84,21490.94,3.8,77.02,0.78,93772
LBN,Asia,Lebanon,2022-10-28,1218082.0,0.0,10699.0,0.0,,,,,,,,,,,13.89,594.56,13367.56,2.9,78.93,0.74,5489744
